_id,date,type,userName,amount,description,products[0].SKU,products[1].SKU,products[2].SKU,products[0].heb,products[0].Inventory,products[1].Inventory,products[2].Inventory,products[0][0].Inventory,products[0][1].Inventory,products[0][2].Inventory,products[0][3].Inventory,products[0][4].Inventory,products[0][5].Inventory,products[0][6].Inventory,products[0][7].Inventory,products[0][8].Inventory,products[0][9].Inventory,products[0][10].Inventory,products[0][11].Inventory,products[0][12].Inventory,products[0][13].Inventory,products[0][14].Inventory,products[0][15].Inventory,products[0][16].Inventory,products[0][17].Inventory,products[0][18].Inventory,products[0][19].Inventory,products[0][20].Inventory,products[0][21].Inventory,products[0][22].Inventory,products[0][23].Inventory,products[0][0].SKU,products[0][1].SKU,products[0][2].SKU,products[0][3].SKU,products[0][4].SKU,products[0][5].SKU,products[0][6].SKU,products[0][7].SKU,products[0][8].SKU,products[0][9].SKU,products[0][10].SKU,products[0][11].SKU,products[0][12].SKU,products[0][13].SKU,products[0][14].SKU,products[0][15].SKU,products[0][16].SKU,products[0][17].SKU,products[0][18].SKU,products[0][19].SKU,products[0][20].SKU,products[0][21].SKU,products[0][22].SKU,products[0][23].SKU,products[0]._id,products[1]._id,products[2]._id,products[0].Description-Heb,products[1].Description-Heb,products[2].Description-Heb,products[0].Description-Eng,products[1].Description-Eng,products[2].Description-Eng,products[0].Cost,products[1].Cost,products[2].Cost,products[0].Price,products[1].Price,products[2].Price,products[0].USDPrice,products[1].USDPrice,products[2].USDPrice,products[0].MinimumLevel,products[1].MinimumLevel,products[2].MinimumLevel,products[0].LastUpdate,products[1].LastUpdate,products[2].LastUpdate,products[0].Location,products[1].Location,products[2].Location,SKUs[0],SKUs[1],SKUs[2],SKUs[3],SKUs[4],SKUs[5],SKUs[6],SKUs[7],SKUs[8],SKUs[9],SKUs[10],SKUs[11],SKUs[12],SKUs[13],SKUs[14],SKUs[15],SKUs[16],SKUs[17],SKUs[18],SKUs[19],SKUs[20],SKUs[21],SKUs[22],SKUs[23],products[0].SortOrder,products[1].SortOrder,products[2].SortOrder
65b2394ecfe4d40034fe283b,2024-01-25T10:34:50.397Z,Bulk Update,גלעד,4,Bulk update,,,,,,,,300,400,250,425,,,,,,,,,,,,,,,,,,,,,10002000040,10003000040,10004000040,10001000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002000040,10003000040,10004000040,10001000040,,,,,,,,,,,,,,,,,,,,,,,
65b2394ecfe4d40034fe283c,2024-01-25T10:34:54.374Z,Updated 10002000040 in bulk update,גלעד,1,Updated 10002000040 - Inventory: 300,10002000040,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002000040,,,,,,,,,,,,,,,,,,,,,,,,,,
65b2394ecfe4d40034fe283e,2024-01-25T10:34:54.574Z,Updated 10001000040 in bulk update,גלעד,1,Updated 10001000040 - Inventory: 425,10001000040,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10001000040,,,,,,,,,,,,,,,,,,,,,,,,,,
65b2394ecfe4d40034fe283d,2024-01-25T10:34:54.378Z,Updated 10004000040 in bulk update,גלעד,1,Updated 10004000040 - Inventory: 250,10004000040,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10004000040,,,,,,,,,,,,,,,,,,,,,,,,,,
65b2394ecfe4d40034fe283f,2024-01-25T10:34:54.577Z,Updated 10003000040 in bulk update,גלעד,1,Updated 10003000040 - Inventory: 400,10003000040,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10003000040,,,,,,,,,,,,,,,,,,,,,,,,,,
65b2b394ffdf370034684c2a,2024-01-25T19:16:36.171Z,Added Inventory,שמואל גולד ,1,Updated 10000020000 - פתיל ראבד עבה,10000020000,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד עבה,,,Strings Raavad Thick,,,74.29,,,225,,,65,,,50,,,2024-01-25T19:16:36.041Z,,,,,,10000020000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b397cba1b4ec7350a0aaeb,2024-01-26T11:30:19.035Z,Added Inventory,Gilad,2,Updated 10001000033 - בריסטול אריזה :  ראבד,10001000033,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בריסטול אריזה :  ראבד,,,Product Information Card : Raavad,,,61.72,,,195,,,55,,,50,,,2024-01-26T11:30:18.854Z,,,,,,10001000033,,,,,,,,,,,,,,,,,,,,,,,,,,
65b398b4a1b4ec7350a0aaec,2024-01-26T11:34:12.986Z,Added Tied Begged Inventory,Gilad,2,Updated Begged:10145000000 String:10000010000,10145000000,10000010000,10145010300,,3,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65b2257c33147aca65875e26,65b2257c33147aca65875ddf,65b2257c33147aca65875e27,א.א. פס לבן : 45,פתיל ראבד,א.א. פס לבן : 45 : ראבד : רמבם 13,Basic White : 45,Strings Raavad,Basic White : 45 : Raavad : Rambam 13,195,61.72,344.5,300,195,530,95,55,160,5,50,0,2024-01-15T14:37:52.139Z,2024-01-15T14:37:52.139Z,2024-01-15T14:37:52.139Z,B-66,B-58,C-39,10145010300,10000010000,10145000000,,,,,,,,,,,,,,,,,,,,,,0,90,0
65b3998aa1b4ec7350a0aaed,2024-01-26T11:37:46.125Z,Added Inventory,Gilad,2,Updated 10000000020 - כרטיס מתנה,10000000020,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כרטיס מתנה,,,Gift Card,,,180,,,180,,,50,,,0,,,2024-01-26T11:37:45.961Z,,,,,,10000000020,,,,,,,,,,,,,,,,,,,,,,,,,,
65b59a14b9b6860034934e4e,2024-01-28T00:04:36.353Z,Added Inventory,שמואל גולד ,30,Updated 10000040000 - פתיל ראבד ח/ג עבה,10000040000,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד ח/ג עבה,,,Strings Raavad C/G Thick,,,69.32,,,200,,,60,,,50,,,2024-01-28T00:04:36.233Z,,,,,,10000040000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5cccca7f2f500341d5b71,2024-01-28T03:41:00.169Z,Added Inventory,שמואל גולד ,60,Updated 10000100000 - פתיל רמבם 13 עבה,10000100000,,,,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13 עבה,,,Strings Rambam 13 Thick,,,68.29,,,225,,,65,,,50,,,2024-01-28T03:41:00.051Z,,,,,,10000100000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5ccdfa7f2f500341d5b72,2024-01-28T03:41:19.847Z,Added Inventory,שמואל גולד ,2,Updated 10000160000 - פתיל תוספות עבה ניפוץ,10000160000,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל תוספות עבה ניפוץ,,,Strings Tosafot Thick Niputz,,,92.94,,,550,,,160,,,10,,,2024-01-28T03:41:19.744Z,,,,,,10000160000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5d8d984d687003370fa13,2024-01-28T04:32:25.986Z,Added Inventory,שמואל גולד ,2,Updated 10000010000 - פתיל ראבד,10000010000,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד,,,Strings Raavad,,,61.72,,,195,,,55,,,50,,,2024-01-28T04:32:25.874Z,,,,,,10000010000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5d8e884d687003370fa14,2024-01-28T04:32:40.681Z,Added Inventory,שמואל גולד ,70,Updated 10000120000 - פתיל רמבם 7 עבה,10000120000,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 7 עבה,,,Strings Rambam 7 Thick,,,62.4,,,138,,,45,,,50,,,2024-01-28T04:32:40.581Z,,,,,,10000120000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5f098ca92ba003481bd62,2024-01-28T06:13:44.618Z,Updated 10002000041,David,1,Updated 10002000041 - Inventory: 24000,10002000041,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002000041,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5f0aeca92ba003481bd63,2024-01-28T06:14:06.819Z,Updated 10001000041,David,1,Updated 10001000041 - Inventory: 35000,10001000041,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10001000041,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5fba92302370035a9d572,2024-01-28T07:00:57.686Z,Added Inventory,שמואל גולד ,15,Updated 10000020000 - פתיל ראבד עבה,10000020000,,,,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד עבה,,,Strings Raavad Thick,,,74.29,,,225,,,65,,,50,,,2024-01-28T07:00:57.562Z,,,,,,10000020000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5fbb82302370035a9d573,2024-01-28T07:01:12.278Z,Added Inventory,שמואל גולד ,10,Updated 10000090000 - פתיל רמבם 13,10000090000,,,,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13,,,Strings Rambam 13,,,57.99,,,195,,,55,,,50,,,2024-01-28T07:01:12.178Z,,,,,,10000090000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5fbc82302370035a9d574,2024-01-28T07:01:28.208Z,Added Inventory,שמואל גולד ,9,Updated 10000140000 - פתיל תוספות,10000140000,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל תוספות,,,Strings Tosafot,,,71.91,,,295,,,85,,,10,,,2024-01-28T07:01:28.104Z,,,,,,10000140000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b5fbd72302370035a9d575,2024-01-28T07:01:43.128Z,Added Inventory,שמואל גולד ,1,Updated 10000160000 - פתיל תוספות עבה ניפוץ,10000160000,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל תוספות עבה ניפוץ,,,Strings Tosafot Thick Niputz,,,92.94,,,550,,,160,,,10,,,2024-01-28T07:01:43.028Z,,,,,,10000160000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b600c767aa3700341d8658,2024-01-28T07:22:47.734Z,Added Inventory,שמואל גולד ,1,Updated 10000030000 - פתיל ראבד ח/ג,10000030000,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד ח/ג,,,Strings Raavad C/G,,,58.87,,,170,,,50,,,50,,,2024-01-28T07:22:47.617Z,,,,,,10000030000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b600d567aa3700341d8659,2024-01-28T07:23:01.650Z,Added Inventory,שמואל גולד ,20,Updated 10000120000 - פתיל רמבם 7 עבה,10000120000,,,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 7 עבה,,,Strings Rambam 7 Thick,,,62.4,,,138,,,45,,,50,,,2024-01-28T07:23:01.549Z,,,,,,10000120000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b73e3a9f069e00341234b4,2024-01-29T05:57:14.035Z,Added Inventory,שמואל גולד ,53,Updated 10000100000 - פתיל רמבם 13 עבה,10000100000,,,,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13 עבה,,,Strings Rambam 13 Thick,,,68.29,,,225,,,65,,,50,,,2024-01-29T05:57:13.918Z,,,,,,10000100000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b73e499f069e00341234b5,2024-01-29T05:57:29.101Z,Added Inventory,שמואל גולד ,50,Updated 10000110000 - פתיל רמבם 7,10000110000,,,,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 7,,,Strings Rambam 7,,,58.18,,,108,,,35,,,50,,,2024-01-29T05:57:29.002Z,,,,,,10000110000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b73e789f069e00341234b6,2024-01-29T05:58:16.193Z,Added Inventory,שמואל גולד ,60,Updated 10000050000 - פתיל ראבד 7,10000050000,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד 7,,,Strings Raavad 7,,,56.01,,,108,,,35,,,50,,,2024-01-29T05:58:15.467Z,,,,,,10000050000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b73ebd9f069e00341234b7,2024-01-29T05:59:25.161Z,Added Inventory,שמואל גולד ,20,Updated 10000130000 - פתיל רמבם עבה ניפוץ,10000130000,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם עבה ניפוץ,,,Strings Rambam 13 Thick Niputz,,,68.29,,,425,,,125,,,5,,,2024-01-29T05:59:25.064Z,,,,,,10000130000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7577422e1770034de5a3f,2024-01-29T07:44:52.020Z,Added Inventory,שמואל גולד ,45,Updated 10000100000 - פתיל רמבם 13 עבה,10000100000,,,,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13 עבה,,,Strings Rambam 13 Thick,,,68.29,,,225,,,65,,,50,,,2024-01-29T07:44:51.912Z,,,,,,10000100000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7578622e1770034de5a40,2024-01-29T07:45:10.939Z,Added Inventory,שמואל גולד ,20,Updated 10000090000 - פתיל רמבם 13,10000090000,,,,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13,,,Strings Rambam 13,,,57.99,,,195,,,55,,,50,,,2024-01-29T07:45:10.834Z,,,,,,10000090000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b77e93dc89176c4479d778,2024-01-29T10:31:47.847Z,Added New Shzira Event,gilad,38,"Added רמבם 13 דק, Maslulim: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7858710aa080033db7b45,2024-01-29T11:01:27.481Z,Updated 10003000040,David,1,Updated 10003000040 - Inventory: 350,10003000040,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10003000040,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7af46088efa0354e738a7,2024-01-29T13:59:34.003Z,Added New Shzira Event,Admin,66,"Added ראבד דק, Shezira-runs: 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7b4ba088efa0354e738a9,2024-01-29T14:22:50.881Z,Added New Shzira Event,Admin,38,"Added רמבם 13 דק, Shezira-runs: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7b614d46cd600344bc34e,2024-01-29T14:28:36.946Z,Added New Shzira Event,mosheg,,"Added רמבם 7 עבה, Shezira-runs: 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7b77b088efa0354e738ab,2024-01-29T14:34:35.165Z,Added New Shzira Event,Admin,44,"Added ראבד דק, Shezira-runs: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7bb892471b30034575ff7,2024-01-29T14:51:53.446Z,Added New Shzira Event,Admin,66,"Added ראבד דק, Shezira-runs: 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b7bc322471b30034575ff9,2024-01-29T14:54:42.584Z,Added New Dying Event,Admin,5,"Added ראבד דק, Dolelot: 3 sets: 66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b81c272471b30034575ffb,2024-01-29T21:44:07.104Z,Added New Dying Event,mosheg,1140,"Added ראבד עבה, Dolelot: 19 sets: 361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b81c4f2471b30034575ffd,2024-01-29T21:44:47.239Z,Added New Dying Event,mosheg,380,"Added רמבם 13 עבה, Dolelot: 10 sets: 150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b81fb92471b30034575fff,2024-01-29T21:59:21.579Z,Added New Shzira Event,mosheg,76,"Added ראבד עבה, Shezira-runs: 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b81fc32471b30034576001,2024-01-29T21:59:31.603Z,Added New Shzira Event,mosheg,44,"Added ראבד דק, Shezira-runs: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b846fe769e960034555063,2024-01-30T00:46:54.085Z,Added Inventory,שמואל גולד ,17,Updated 10000040000 - פתיל ראבד ח/ג עבה,10000040000,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד ח/ג עבה,,,Strings Raavad C/G Thick,,,69.32,,,200,,,60,,,50,,,2024-01-30T00:46:53.972Z,,,,,,10000040000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b882832ef235003433ea70,2024-01-30T05:00:51.716Z,Added Inventory,שמואל גולד ,40,Updated 10000090000 - פתיל רמבם 13,10000090000,,,,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13,,,Strings Rambam 13,,,57.99,,,195,,,55,,,50,,,2024-01-30T05:00:51.602Z,,,,,,10000090000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b882952ef235003433ea71,2024-01-30T05:01:09.562Z,Added Inventory,שמואל גולד ,3,Updated 10000180000 - פתיל תוספות ח/ג עבה,10000180000,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל תוספות ח/ג עבה,,,Strings Tosafot C/G Thick,,,87.97,,,325,,,95,,,10,,,2024-01-30T05:01:09.463Z,,,,,,10000180000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b88fdc2471b30034576002,2024-01-30T05:57:48.947Z,Added Inventory,שמואל גולד ,60,Updated 10000020000 - פתיל ראבד עבה,10000020000,,,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל ראבד עבה,,,Strings Raavad Thick,,,74.29,,,225,,,65,,,50,,,2024-01-30T05:57:48.840Z,,,,,,10000020000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8a4ce2471b30034576003,2024-01-30T07:27:10.233Z,Updated 10000000030,bsterman,1,Updated 10000000030 - Inventory: 38,10000000030,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000030,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8c1562471b30034576005,2024-01-30T09:28:54.973Z,Added New Shzira Event,mosheg,76,"Added ראבד עבה, Shezira-runs: 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8c15f2471b30034576007,2024-01-30T09:29:03.598Z,Added New Shzira Event,mosheg,44,"Added ראבד דק, Shezira-runs: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8c4b12471b30034576009,2024-01-30T09:43:13.076Z,Added New Shzira Event,Admin,135,"Added רמבם ניפוץ, Shezira-runs: 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8c6d82471b3003457600b,2024-01-30T09:52:24.315Z,Added New Shzira Event,mosheg,76,"Added ראבד עבה, Shezira-runs: 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8c6e82471b3003457600d,2024-01-30T09:52:40.571Z,Added New Shzira Event,mosheg,44,"Added ראבד דק, Shezira-runs: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8f6362471b3003457600f,2024-01-30T13:14:30.272Z,Added New Dying Event,Admin,7,"Added רמבם ניפוץ, Dolelot: 2 sets: 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b8f7132471b30034576010,2024-01-30T13:18:11.460Z,Updated 10000000030,Admin,1,Updated 10000000030 - Inventory: 38,10000000030,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000030,,,,,,,,,,,,,,,,,,,,,,,,,,
65b922802471b30034576012,2024-01-30T16:23:28.094Z,Added New Dying Event,mosheg,540,"Added ראבד עבה, Dolelot: 9 sets: 171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65b99be22471b30034576013,2024-01-31T01:01:22.869Z,Added Inventory,שמואל גולד ,10,Updated 10000090000 - פתיל רמבם 13,10000090000,,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם 13,,,Strings Rambam 13,,,57.99,,,195,,,55,,,50,,,2024-01-31T01:01:22.760Z,,,,,,10000090000,,,,,,,,,,,,,,,,,,,,,,,,,,
65b99bf42471b30034576014,2024-01-31T01:01:40.111Z,Added Inventory,שמואל גולד ,15,Updated 10000130000 - פתיל רמבם עבה ניפוץ,10000130000,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פתיל רמבם עבה ניפוץ,,,Strings Rambam 13 Thick Niputz,,,68.29,,,425,,,125,,,5,,,2024-01-31T01:01:40.015Z,,,,,,10000130000,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba19c42471b30034576015,2024-01-31T09:58:28.764Z,Bulk Update,Baruch,24,Bulk update,,,,,,,,123,232,150,367,69,55,22,10,570,957,553,325,40,0,22,0,19,24,2,3,2,0,0,0,10000010000,10000020000,10000030000,10000040000,10000050000,10000060000,10000070000,10000080000,10000090000,10000100000,10000110000,10000120000,10000130000,10000140000,10000150000,10000160000,10000170000,10000180000,10000190000,10000200000,10000210000,10000220000,10000230000,10000240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000010000,10000020000,10000030000,10000040000,10000050000,10000060000,10000070000,10000080000,10000090000,10000100000,10000110000,10000120000,10000130000,10000140000,10000150000,10000160000,10000170000,10000180000,10000190000,10000200000,10000210000,10000220000,10000230000,10000240000,,,
65ba19c42471b30034576016,2024-01-31T09:58:28.871Z,Updated 10000010000 in bulk update,Baruch,1,Updated 10000010000 - Inventory: 123,10000010000,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000010000,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba19c42471b30034576017,2024-01-31T09:58:28.975Z,Updated 10000020000 in bulk update,Baruch,1,Updated 10000020000 - Inventory: 232,10000020000,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000020000,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba19c52471b30034576018,2024-01-31T09:58:29.071Z,Updated 10000030000 in bulk update,Baruch,1,Updated 10000030000 - Inventory: 150,10000030000,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000030000,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba19c52471b30034576019,2024-01-31T09:58:29.168Z,Updated 10000040000 in bulk update,Baruch,1,Updated 10000040000 - Inventory: 367,10000040000,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000040000,,,,,,,,,,,,,,,,,,,,,,,,,,
