_id,date,type,userName,amount,description,products[0].SKU,products[1].SKU,products[2].SKU,products[0].heb,products[0].Inventory,products[1].Inventory,products[2].Inventory,products[0][0].Inventory,products[0][1].Inventory,products[0][2].Inventory,products[0][3].Inventory,products[0][4].Inventory,products[0][5].Inventory,products[0][6].Inventory,products[0][7].Inventory,products[0][8].Inventory,products[0][9].Inventory,products[0][10].Inventory,products[0][11].Inventory,products[0][12].Inventory,products[0][13].Inventory,products[0][14].Inventory,products[0][15].Inventory,products[0][16].Inventory,products[0][17].Inventory,products[0][18].Inventory,products[0][19].Inventory,products[0][20].Inventory,products[0][21].Inventory,products[0][22].Inventory,products[0][23].Inventory,products[0][0].SKU,products[0][1].SKU,products[0][2].SKU,products[0][3].SKU,products[0][4].SKU,products[0][5].SKU,products[0][6].SKU,products[0][7].SKU,products[0][8].SKU,products[0][9].SKU,products[0][10].SKU,products[0][11].SKU,products[0][12].SKU,products[0][13].SKU,products[0][14].SKU,products[0][15].SKU,products[0][16].SKU,products[0][17].SKU,products[0][18].SKU,products[0][19].SKU,products[0][20].SKU,products[0][21].SKU,products[0][22].SKU,products[0][23].SKU,products[0]._id,products[1]._id,products[2]._id,products[0].Description-Heb,products[1].Description-Heb,products[2].Description-Heb,products[0].Description-Eng,products[1].Description-Eng,products[2].Description-Eng,products[0].Cost,products[1].Cost,products[2].Cost,products[0].Price,products[1].Price,products[2].Price,products[0].USDPrice,products[1].USDPrice,products[2].USDPrice,products[0].MinimumLevel,products[1].MinimumLevel,products[2].MinimumLevel,products[0].LastUpdate,products[1].LastUpdate,products[2].LastUpdate,products[0].Location,products[1].Location,products[2].Location,SKUs[0],SKUs[1],SKUs[2],SKUs[3],SKUs[4],SKUs[5],SKUs[6],SKUs[7],SKUs[8],SKUs[9],SKUs[10],SKUs[11],SKUs[12],SKUs[13],SKUs[14],SKUs[15],SKUs[16],SKUs[17],SKUs[18],SKUs[19],SKUs[20],SKUs[21],SKUs[22],SKUs[23],products[0].SortOrder,products[1].SortOrder,products[2].SortOrder
65ba3621fe8532a20cb1e06e,2024-01-31T11:59:29.310Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3621fe8532a20cb1e06f,2024-01-31T11:59:29.465Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3621fe8532a20cb1e070,2024-01-31T11:59:29.617Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3621fe8532a20cb1e071,2024-01-31T11:59:29.774Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3621fe8532a20cb1e072,2024-01-31T11:59:29.924Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3622fe8532a20cb1e073,2024-01-31T11:59:30.082Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3622fe8532a20cb1e074,2024-01-31T11:59:30.233Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3622fe8532a20cb1e075,2024-01-31T11:59:30.389Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3622fe8532a20cb1e076,2024-01-31T11:59:30.540Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3622fe8532a20cb1e077,2024-01-31T11:59:30.696Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3622fe8532a20cb1e078,2024-01-31T11:59:30.846Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e079,2024-01-31T11:59:31.018Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e07a,2024-01-31T11:59:31.166Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e07b,2024-01-31T11:59:31.321Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e07c,2024-01-31T11:59:31.471Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e07d,2024-01-31T11:59:31.632Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e07e,2024-01-31T11:59:31.779Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3623fe8532a20cb1e07f,2024-01-31T11:59:31.934Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3624fe8532a20cb1e080,2024-01-31T11:59:32.086Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3624fe8532a20cb1e081,2024-01-31T11:59:32.242Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3624fe8532a20cb1e082,2024-01-31T11:59:32.401Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3624fe8532a20cb1e083,2024-01-31T11:59:32.562Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3624fe8532a20cb1e084,2024-01-31T11:59:32.713Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3624fe8532a20cb1e085,2024-01-31T11:59:32.873Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e086,2024-01-31T11:59:33.024Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e087,2024-01-31T11:59:33.180Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e088,2024-01-31T11:59:33.335Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e089,2024-01-31T11:59:33.490Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e08a,2024-01-31T11:59:33.641Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e08b,2024-01-31T11:59:33.797Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3625fe8532a20cb1e08c,2024-01-31T11:59:33.946Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3626fe8532a20cb1e08d,2024-01-31T11:59:34.102Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3626fe8532a20cb1e08e,2024-01-31T11:59:34.251Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3626fe8532a20cb1e08f,2024-01-31T11:59:34.408Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3626fe8532a20cb1e090,2024-01-31T11:59:34.560Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3626fe8532a20cb1e091,2024-01-31T11:59:34.750Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3626fe8532a20cb1e092,2024-01-31T11:59:34.915Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3627fe8532a20cb1e093,2024-01-31T11:59:35.077Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3627fe8532a20cb1e094,2024-01-31T11:59:35.228Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3627fe8532a20cb1e095,2024-01-31T11:59:35.389Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3627fe8532a20cb1e096,2024-01-31T11:59:35.538Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3627fe8532a20cb1e097,2024-01-31T11:59:35.699Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3627fe8532a20cb1e098,2024-01-31T11:59:35.848Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e099,2024-01-31T11:59:36.004Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e09a,2024-01-31T11:59:36.156Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e09b,2024-01-31T11:59:36.313Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e09c,2024-01-31T11:59:36.462Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e09d,2024-01-31T11:59:36.620Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e09e,2024-01-31T11:59:36.770Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3628fe8532a20cb1e09f,2024-01-31T11:59:36.931Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3629fe8532a20cb1e0a0,2024-01-31T11:59:37.084Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3629fe8532a20cb1e0a1,2024-01-31T11:59:37.239Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3629fe8532a20cb1e0a2,2024-01-31T11:59:37.389Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3629fe8532a20cb1e0a3,2024-01-31T11:59:37.544Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3629fe8532a20cb1e0a4,2024-01-31T11:59:37.695Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3629fe8532a20cb1e0a5,2024-01-31T11:59:37.849Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0a6,2024-01-31T11:59:38.004Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0a7,2024-01-31T11:59:38.161Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0a8,2024-01-31T11:59:38.311Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0a9,2024-01-31T11:59:38.468Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0aa,2024-01-31T11:59:38.617Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0ab,2024-01-31T11:59:38.772Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362afe8532a20cb1e0ac,2024-01-31T11:59:38.922Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba362bfe8532a20cb1e0ad,2024-01-31T11:59:39.078Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
